,,,Hall B SVT Hardware Interlock System EPICS Interface,,,,
Signal Category,LabVIEW Signal Name,Access Type,Data Type,EPICS Process Variable (PV),Units,PV #,Group #
Signal Monitoring,SVT EPICS HFCB Temp R1 M1 Top,Read Only,Double,B_DET_SVT_INTLK_HFCB_TEMP_R1,°C,1,1
,SVT EPICS HFCB Temp R2 M1 Top,Read Only,Double,B_DET_SVT_INTLK_HFCB_TEMP_R2,°C,2,2
,SVT EPICS HFCB Temp R3 M1 Top,Read Only,Double,B_DET_SVT_INTLK_HFCB_TEMP_R3,°C,3,3
,SVT EPICS Detector Int Temp R2,Read Only,Double,B_DET_SVT_INTLK_INT_TEMP_R2,°C,4,4
,SVT EPICS Detector Int Temp R3,Read Only,Double,B_DET_SVT_INTLK_INT_TEMP_R3,°C,5,5
,SVT EPICS Ambient Temp 1,Read Only,Double,B_DET_SVT_INTLK_AMB_TEMP1,°C,6,6
,SVT EPICS Ambient Temp 2,Read Only,Double,B_DET_SVT_INTLK_AMB_TEMP2,°C,7,7
,SVT EPICS Det Internal Humidity R2,Read Only,Double,B_DET_SVT_INTLK_INT_HUMID_R2,%RH,8,8
,SVT EPICS Det Internal Humidity R3,Read Only,Double,B_DET_SVT_INTLK_INT_HUMID_R3,%RH,9,9
,SVT EPICS Det Internal Dew Point Alarm R2,Read Only,Double,B_DET_SVT_INTLK_INT_DEWP_ALM_R2,,10,10
,SVT EPICS Det Internal Dew Point Alarm R3,Read Only,Double,B_DET_SVT_INTLK_INT_DEWP_ALM_R3,,11,11
,SVT EPICS Ambient Humidity H1,Read Only,Double,B_DET_SVT_INTLK_AMB_HUMID1,%RH,12,12
,SVT EPICS Ambient Humidity H2,Read Only,Double,B_DET_SVT_INTLK_AMB_HUMID2,%RH,13,13
,SVT EPICS Ambient Dew Point Alarm 1,Read Only,Double,B_DET_SVT_INTLK_AMB_DEWP_ALM1,,14,14
,SVT EPICS Ambient Dew Point Alarm 2,Read Only,Double,B_DET_SVT_INTLK_AMB_DEWP_ALM2,,15,15
,SVT EPICS Outlet Coolant Flow,Read Only,Double,B_DET_SVT_INTLK_COOL_OUT_FLOW,L/Min,16,16
,SVT EPICS Inlet Coolant Flow,Read Only,Double,B_DET_SVT_INTLK_COOL_IN_FLOW,L/Min,17,17
,SVT EPICS Coolant Temp,Read Only,Double,B_DET_SVT_INTLK_COOL_TEMP,°C,18,18
,SVT EPICS Ambient Dew Point 1,Read Only,Double,B_DET_SVT_INTLK_AMB_DEWP1,,19,19
,SVT EPICS Ambient Dew Point 2,Read Only,Double,B_DET_SVT_INTLK_AMB_DEWP2,,20,20
,SVT EPICS Det Internal Dew Point R2,Read Only,Double,B_DET_SVT_INTLK_INT_DEWP_R2,,21,21
,SVT EPICS Det Internal Dew Point R3,Read Only,Double,B_DET_SVT_INTLK_INT_DEWP_R3,,22,22
Individual Sensor Interlock Status,SVT EPICS HFCB Temp R1 M1 Top Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R1_HI_STAT,N/A,23,1
,SVT EPICS HFCB Temp R1 M1 Top Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R1_LO_STAT,N/A,24,2
,SVT EPICS HFCB Temp R2 M1 Top Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R2_HI_STAT,N/A,25,3
,SVT EPICS HFCB Temp R2 M1 Top Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R2_LO_STAT,N/A,26,4
,SVT EPICS HFCB Temp R3 M1 Top Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R3_HI_STAT,N/A,27,5
,SVT EPICS HFCB Temp R3 M1 Top Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R3_LO_STAT,N/A,28,6
,SVT EPICS Detector Int Temp R2 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_TEMP_R2_HI_STAT,N/A,29,7
,SVT EPICS Detector Int Temp R2 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_TEMP_R2_LO_STAT,N/A,30,8
,SVT EPICS Detector Int Temp R3 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_TEMP_R3_HI_STAT,N/A,31,9
,SVT EPICS Detector Int Temp R3 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_TEMP_R3_LO_STAT,N/A,32,10
,SVT EPICS Ambient Temp 1 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_TEMP1_HI_STAT,N/A,33,11
,SVT EPICS Ambient Temp 1 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_TEMP1_LO_STAT,N/A,34,12
,SVT EPICS Ambient Temp 2 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_TEMP2_HI_STAT,N/A,35,13
,SVT EPICS Ambient Temp 2 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_TEMP2_LO_STAT,N/A,36,14
,SVT EPICS Det Internal Humidity R2 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_HUMID_R2_HI_STAT,N/A,37,15
,SVT EPICS Det Internal Humidity R2 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_HUMID_R2_LO_STAT,N/A,38,16
,SVT EPICS Det Internal Humidity R3 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_HUMID_R3_HI_STAT,N/A,39,17
,SVT EPICS Det Internal Humidity R3 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_HUMID_R3_LO_STAT,N/A,40,18
,SVT EPICS Det Internal Dew Point R2 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_DEWP_R2_HI_STAT,N/A,41,19
,SVT EPICS Det Internal Dew Point R2 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_DEWP_R2_LO_STAT,N/A,42,20
,SVT EPICS Det Internal Dew Point R3 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_DEWP_R3_HI_STAT,N/A,43,21
,SVT EPICS Det Internal Dew Point R3 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_INT_DEWP_R3_LO_STAT,N/A,44,22
,SVT EPICS Ambient Humidity H1 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_HUMID1_HI_STAT,N/A,45,23
,SVT EPICS Ambient Humidity H1 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_HUMID1_LO_STAT,N/A,46,24
,SVT EPICS Ambient Humidity H2 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_HUMID2_HI_STAT,N/A,47,25
,SVT EPICS Ambient Humidity H2 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_HUMID2_LO_STAT,N/A,48,26
,SVT EPICS Ambient Dew Point 1 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_DEWP1_HI_STAT,N/A,49,27
,SVT EPICS Ambient Dew Point 1 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_DEWP1_LO_STAT,N/A,50,28
,SVT EPICS Ambient Dew Point 2 Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_DEWP2_HI_STAT,N/A,51,29
,SVT EPICS Ambient Dew Point 2 Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_AMB_DEWP2_LO_STAT,N/A,52,30
,SVT EPICS Outlet Coolant Flow Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_OUT_FLOW_HI_STAT,N/A,53,31
,SVT EPICS Outlet Coolant Flow Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_OUT_FLOW_LO_STAT,N/A,54,32
,SVT EPICS Inlet Coolant Flow Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_IN_FLOW_HI_STAT,N/A,55,33
,SVT EPICS Inlet Coolant Flow Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_IN_FLOW_LO_STAT,N/A,56,34
,SVT EPICS Coolant Temp Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_TEMP_HI_STAT,N/A,57,35
,SVT EPICS Coolant Temp Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_TEMP_LO_STAT,N/A,58,36
,SVT EPICS Coolant Leak Hi Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_LEAK_HI_STAT,N/A,59,37
,SVT EPICS Coolant Leak Lo Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_LEAK_LO_STAT,N/A,60,38
Sum of Interlocks Status,SVT EPICS Any Interlock Over Limit?,Read Only,Boolean,B_DET_SVT_INTLK_ANY_OVERLIMIT,N/A,61,1
Sum of Temperature Status,SVT EPICS Temperature Status,Read Only,Boolean,B_DET_SVT_INTLK_TEMP_STATUS,N/A,62,1
Sum of Humidity Status,SVT EPICS Humidity Status,Read Only,Boolean,B_DET_SVT_INTLK_HUMID_STATUS,N/A,63,1
Sum of Dew Point Status,SVT EPICS Dew Point Status,Read Only,Boolean,B_DET_SVT_INTLK_DEWP_STATUS,N/A,64,1
Sum of Coolant Inlet Flow Status,SVT EPICS Inlet Coolant Flow Status,Read Only,Boolean,B_DET_SVT_INTLK_IN_FLOW_STATUS,N/A,65,1
Sum of Coolant Outlet Flow Status,SVT EPICS Outlet Coolant Flow Status,Read Only,Boolean,B_DET_SVT_INTLK_OUT_FLOW_STATUS,N/A,66,1
Sum of Coolant Temperature Status,SVT EPICS Coolant Temp Status,Read Only,Boolean,B_DET_SVT_INTLK_COOL_TEMP_STATUS,N/A,67,1
Individual Sensor Latched Errors,SVT EPICS HFCB Temp R1 M1 Top Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R1_LATCHED_HI_ERR,N/A,68,1
,SVT EPICS HFCB Temp R1 M1 Top Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R1_LATCHED_LO_ERR,N/A,69,2
,SVT EPICS HFCB Temp R2 M1 Top Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R2_LATCHED_HI_ERR,N/A,70,3
,SVT EPICS HFCB Temp R2 M1 Top Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R2_LATCHED_LO_ERR,N/A,71,4
,SVT EPICS HFCB Temp R3 M1 Top Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R3_LATCHED_HI_ERR,N/A,72,5
,SVT EPICS HFCB Temp R3 M1 Top Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R3_LATCHED_LO_ERR,N/A,73,6
,SVT EPICS Detector Int Temp R2 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_TEMP_R2_LATCHED_HI_ERR,N/A,74,7
,SVT EPICS Detector Int Temp R2 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_TEMP_R2_LATCHED_LO_ERR,N/A,75,8
,SVT EPICS Detector Int Temp R3 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_TEMP_R3_LATCHED_HI_ERR,N/A,76,9
,SVT EPICS Detector Int Temp R3 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_TEMP_R3_LATCHED_LO_ERR,N/A,77,10
,SVT EPICS Ambient Temp 1 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_TEMP1_LATCHED_HI_ERR,N/A,78,11
,SVT EPICS Ambient Temp 1 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_TEMP1_LATCHED_LO_ERR,N/A,79,12
,SVT EPICS Ambient Temp 2 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_TEMP2_LATCHED_HI_ERR,N/A,80,13
,SVT EPICS Ambient Temp 2 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_TEMP2_LATCHED_LO_ERR,N/A,81,14
,SVT EPICS Det Internal Humidity R2 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_HUMID_R2_LATCHED_HI_ERR,N/A,82,15
,SVT EPICS Det Internal Humidity R2 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_HUMID_R2_LATCHED_LO_ERR,N/A,83,16
,SVT EPICS Det Internal Humidity R3 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_HUMID_R3_LATCHED_HI_ERR,N/A,84,17
,SVT EPICS Det Internal Humidity R3 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_HUMID_R3_LATCHED_LO_ERR,N/A,85,18
,SVT EPICS Det Internal Dew Point R2 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_DEWP_R2_LATCHED_HI_ERR,N/A,86,19
,SVT EPICS Det Internal Dew Point R2 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_DEWP_R2_LATCHED_LO_ERR,N/A,87,20
,SVT EPICS Det Internal Dew Point R3 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_DEWP_R3_LATCHED_HI_ERR,N/A,88,21
,SVT EPICS Det Internal Dew Point R3 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_INT_DEWP_R3_LATCHED_LO_ERR,N/A,89,22
,SVT EPICS Ambient Humidity H1 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_HUMID1_LATCHED_HI_ERR,N/A,90,23
,SVT EPICS Ambient Humidity H1 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_HUMID1_LATCHED_LO_ERR,N/A,91,24
,SVT EPICS Ambient Humidity H2 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_HUMID2_LATCHED_HI_ERR,N/A,92,25
,SVT EPICS Ambient Humidity H2 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_HUMID2_LATCHED_LO_ERR,N/A,93,26
,SVT EPICS Ambient Dew Point 1 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_DEWP1_LATCHED_HI_ERR,N/A,94,27
,SVT EPICS Ambient Dew Point 1 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_DEWP1_LATCHED_LO_ERR,N/A,95,28
,SVT EPICS Ambient Dew Point 2 Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_DEWP2_LATCHED_HI_ERR,N/A,96,29
,SVT EPICS Ambient Dew Point 2 Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_AMB_DEWP2_LATCHED_LO_ERR,N/A,97,30
,SVT EPICS Outlet Coolant Flow Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_OUT_FLOW_LATCHED_HI_ERR,N/A,98,31
,SVT EPICS Outlet Coolant Flow Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_OUT_FLOW_LATCHED_LO_ERR,N/A,99,32
,SVT EPICS Inlet Coolant Flow Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_IN_FLOW_LATCHED_HI_ERR,N/A,100,33
,SVT EPICS Inlet Coolant Flow Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_IN_FLOW_LATCHED_LO_ERR,N/A,101,34
,SVT EPICS Coolant Temp Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_TEMP_LATCHED_HI_ERR,N/A,102,35
,SVT EPICS Coolant Temp Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_TEMP_LATCHED_LO_ERR,N/A,103,36
,SVT EPICS Coolant Leak Latched Hi Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_LEAK_LATCHED_HI_ERR,N/A,104,37
,SVT EPICS Coolant Leak Latched Lo Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_LEAK_LATCHED_LO_ERR,N/A,105,38
Sum of Temperature Latched Errors,SVT EPICS Temperature Latched Error,Read Only,Boolean,B_DET_SVT_INTLK_TEMP_LATCHED_ERR,N/A,106,1
Sum of Humidity Latched Errors,SVT EPICS Humidity Latched Error,Read Only,Boolean,B_DET_SVT_INTLK_HUMID_LATCHED_ERR,N/A,107,1
Sum of Dew Point Latched Errors,SVT EPICS Dew Point Latched Error,Read Only,Boolean,B_DET_SVT_INTLK_DEWP_LATCHED_ERR,N/A,108,1
Sum Coolant Inlet Flow Latched Errors,SVT EPICS Inlet Coolant Flow Latched Error,Read Only,Boolean,B_DET_SVT_INTLK_IN_FLOW_LATCHED_ERR,N/A,109,1
Sum of Coolant Outlet Flow Latched Errors,SVT EPICS Outlet Coolant Flow Latched Error,Read Only,Boolean,B_DET_SVT_INTLK_OUT_FLOW_LATCHED_ERR,N/A,110,1
Sum of Coolant Temperature Latched Errors,SVT EPICS Coolant Temperature Latched Error,Read Only,Boolean,B_DET_SVT_INTLK_COOL_TEMP_LATCHED_ERR,N/A,111,1
Reset of All Latched Errors,SVT EPICS Coolant Leak Latched Lo Error,Read/Write,Boolean,B_DET_SVT_INTLK_RESET_LATCHED_ERR,N/A,112,1
Individual Sensor Interlock Enables,SVT EPICS HFCB Temp R1 M1 Top Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R1_ENABLE,N/A,113,1
,SVT EPICS HFCB Temp R2 M1 Top Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R2_ENABLE,N/A,114,2
,SVT EPICS HFCB Temp R3 M1 Top Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_HFCB_TEMP_R3_ENABLE,N/A,115,3
,SVT EPICS Detector Int Temp R2 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_INT_TEMP_R2_ENABLE,N/A,116,4
,SVT EPICS Detector Int Temp R3 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_INT_TEMP_R3_ENABLE,N/A,117,5
,SVT EPICS Ambient Temp 1 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_AMB_TEMP1_ENABLE,N/A,118,6
,SVT EPICS Ambient Temp 2 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_AMB_TEMP2_ENABLE,N/A,119,7
,SVT EPICS Det Internal Humidity R2 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_INT_HUMID_R2_ENABLE,N/A,120,8
,SVT EPICS Det Internal Humidity R3 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_INT_HUMID_R3_ENABLE,N/A,121,9
,SVT EPICS Det Internal Dew Point R2 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_INT_DEWP_R2_ENABLE,N/A,122,10
,SVT EPICS Det Internal Dew Point R3 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_INT_DEWP_R3_ENABLE,N/A,123,11
,SVT EPICS Ambient Humidity H1 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_AMB_HUMID1_ENABLE,N/A,124,12
,SVT EPICS Ambient Humidity H2 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_AMB_HUMID2_ENABLE,N/A,125,13
,SVT EPICS Ambient Dew Point 1 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_AMB_DEWP1_ENABLE,N/A,126,14
,SVT EPICS Ambient Dew Point 2 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_AMB_DEWP2_ENABLE,N/A,127,15
,SVT EPICS Outlet Coolant Flow Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_COOL_OUT_FLOW_ENABLE,N/A,128,16
,SVT EPICS Inlet Coolant Flow Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_COOL_IN_FLOW_ENABLE,N/A,129,17
,SVT EPICS Coolant Temp Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_COOL_TEMP_ENABLE,N/A,130,18
,SVT EPICS Coolant Leak 1 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_COOL_LEAK1_ENABLE,N/A,131,19
,SVT EPICS Coolant Leak 2 Interlock Enable,Read/Write,Boolean,B_DET_SVT_INTLK_COOL_LEAK2_ENABLE,N/A,132,20
Individual Sensor Threshold Controls,SVT EPICS HFCB Temp R1 M1 Top Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_HFCB_TEMP_R1_HI,°C,133,1
,SVT EPICS HFCB Temp R1 M1 Top Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_HFCB_TEMP_R1_LO,°C,134,2
,SVT EPICS HFCB Temp R2 M1 Top Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_HFCB_TEMP_R2_HI,°C,135,3
,SVT EPICS HFCB Temp R2 M1 Top Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_HFCB_TEMP_R2_LO,°C,136,4
,SVT EPICS HFCB Temp R3 M1 Top Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_HFCB_TEMP_R3_HI,°C,137,5
,SVT EPICS HFCB Temp R3 M1 Top Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_HFCB_TEMP_R3_LO,°C,138,6
,SVT EPICS Detector Int Temp R2 Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_TEMP_R2_HI,°C,139,7
,SVT EPICS Detector Int Temp R2 Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_TEMP_R2_LO,°C,140,8
,SVT EPICS Detector Int Temp R3 Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_TEMP_R3_HI,°C,141,9
,SVT EPICS Detector Int Temp R3 Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_TEMP_R3_LO,°C,142,10
,SVT EPICS Ambient Temp 1 Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_TEMP1_HI,°C,143,11
,SVT EPICS Ambient Temp 1 Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_TEMP1_LO,°C,144,12
,SVT EPICS Ambient Temp 2 Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_TEMP2_HI,°C,145,13
,SVT EPICS Ambient Temp 2 Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_TEMP2_LO,°C,146,14
,SVT EPICS Det Internal Humidity R2 Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_HUMID_R2_HI,%RH,147,15
,SVT EPICS Det Internal Humidity R2 Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_HUMID_R2_LO,%RH,148,16
,SVT EPICS Det Internal Humidity R3 Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_HUMID_R3_HI,%RH,149,17
,SVT EPICS Det Internal Humidity R3 Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_HUMID_R3_LO,%RH,150,18
,SVT EPICS Ambient Humidity H1 Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_HUMID1_HI,%RH,151,19
,SVT EPICS Ambient Humidity H1 Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_HUMID1_LO,%RH,152,20
,SVT EPICS Ambient Humidity H2 Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_HUMID2_HI,%RH,153,21
,SVT EPICS Ambient Humidity H2 Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_HUMID2_LO,%RH,154,22
,SVT EPICS Det Internal Dew Point R2 Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_DEWP_R2_THRES,,155,23
,SVT EPICS Det Internal Dew Point R3 Threshold,Read/Write,Double,B_DET_SVT_INTLK_INT_DEWP_R3_THRES,,156,24
,SVT EPICS Ambient Dew Point 1 Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_DEWP1_THRES,,157,25
,SVT EPICS Ambient Dew Point 2 Threshold,Read/Write,Double,B_DET_SVT_INTLK_AMB_DEWP2_THRES,,158,26
,SVT EPICS Outlet Coolant Flow Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_COOL_OUT_FLOW_HI,L/Min,159,27
,SVT EPICS Outlet Coolant Flow Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_COOL_OUT_FLOW_LO,L/Min,160,28
,SVT EPICS Inlet Coolant Flow Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_COOL_IN_FLOW_HI,L/Min,161,29
,SVT EPICS Inlet Coolant Flow Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_COOL_IN_FLOW_LO,L/Min,162,30
,SVT EPICS Coolant Temp Hi Threshold,Read/Write,Double,B_DET_SVT_INTLK_COOL_TEMP_HI,°C,163,31
,SVT EPICS Coolant Temp Lo Threshold,Read/Write,Double,B_DET_SVT_INTLK_COOL_TEMP_LO ,°C,164,32
Threshold Control Status,SVT EPICS Threshold Control,Read Only,Boolean,B_DET_SVT_INTLK_EPICS_THRESH_CTRL,N/A,165,1
Hardware Interlock Status,SVT EPICS Chiller Enable Status,Read Only,Boolean,B_DET_SVT_INTLK_CHILLER_ENABLE_STAT,N/A,166,1
,SVT EPICS Chiller Override Status,Read Only,Boolean,B_DET_SVT_INTLK_CHILLER_OVERRIDE_STAT,N/A,167,2
,SVT EPICS Mpod Enable Status,Read Only,Boolean,B_DET_SVT_INTLK_MPOD_ENABLE_STAT,N/A,168,3
,SVT EPICS Mpod Overide Status,Read Only,Boolean,B_DET_SVT_INTLK_MPOD_OVERRIDE_STAT,N/A,169,5
Interlock System Status,SVT EPICS cRIO Heartbeat,Read Only,Boolean,B_HW_CRIO_SVT_HEARTBEAT,N/A,170,1
,SVT EPICS cRIO CPU Usage,Read Only,Double,B_HW_CRIO_SVT_CPULOAD,%,171,2
,SVT EPICS System Uptime,Read Only,Double,B_HW_CRIO_SVT_UPTIME,Sec,172,3
